subset,method_a,method_b,metric,num_mashups,mean_a,mean_b,mean_difference,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_statistic,p_raw,rank_biserial,method_a_win_rate,tie_rate,p_holm,significance,ci_excludes_zero
deduplicated_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,MAP@10,1521,0.5938590334957857,0.5839420854116112,0.009916948084174378,0.0044044895410254616,0.015545074983620042,75357.5,0.0003111099678545191,0.16962805022506516,0.21959237343852728,0.6042077580539119,0.0009333299035635572,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Graph+BGE,Recall@5,879,0.644762429034329,0.5628327637127744,0.0819296653215545,0.06263878108044273,0.10126368584459329,13174.5,3.4759654780845477e-19,0.5559656218402427,0.2935153583617747,0.608646188850967,3.475965478084548e-18,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Graph+BGE,NDCG@5,879,0.635550269866111,0.5056933185741721,0.12985695129193894,0.11242444733976917,0.14749321316447014,29278.5,1.666885861474868e-45,0.6697478991596638,0.5472127417519909,0.323094425483504,2.500328792212302e-44,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Graph+BGE,MAP@5,879,0.5885794042051153,0.44907091391733034,0.13950849028778495,0.1219689856950238,0.15729825559347743,24860.0,3.5488051437599785e-51,0.7148183199977057,0.5426621160409556,0.32878270762229805,6.032968744391964e-50,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Graph+BGE,Recall@10,879,0.6962247446303527,0.6363496234322039,0.0598751211981487,0.04068902752190914,0.07862769570358408,13158.0,9.645287194313404e-11,0.4286086503387181,0.23777019340159272,0.6552901023890785,7.716229755450723e-10,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Graph+BGE,NDCG@10,879,0.6514923824612219,0.5313491592890365,0.12014322317218545,0.1039463278622409,0.1363103269446033,33375.0,5.3980666312435624e-46,0.6576923076923077,0.5722411831626849,0.2901023890784983,8.6369066099897e-45,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Graph+BGE,MAP@10,879,0.5945252573915422,0.4600274367531533,0.13449782063838892,0.11750039584964173,0.15137084730651693,29014.5,5.385431574882779e-52,0.7014600567971354,0.5688282138794084,0.2912400455062571,9.693776834789002e-51,***,True
strict_clean_cosine_lt_095,Inductive BPR-MF,Graph+BGE,Recall@5,879,0.6259584524942887,0.5628327637127744,0.06312568878151426,0.044293245265272306,0.08208023365170523,14473.0,2.0150518525414058e-13,0.4667771944367689,0.2627986348122867,0.6257110352673493,1.8135466672872652e-12,***,True
strict_clean_cosine_lt_095,Inductive BPR-MF,Graph+BGE,NDCG@5,879,0.6222522882816142,0.5056933185741721,0.11655896970744216,0.09906442678250739,0.13397815554678644,33349.0,9.402276479556687e-38,0.612200638405498,0.5108077360637088,0.3333333333333333,1.0342504127512356e-36,***,True
strict_clean_cosine_lt_095,Inductive BPR-MF,Graph+BGE,MAP@5,879,0.5765126616946867,0.44907091391733034,0.12744174777735642,0.10968036594615092,0.14567874109889184,29177.0,2.943838040438441e-43,0.6583889474300433,0.5085324232081911,0.33560864618885095,3.826989452569973e-42,***,True
strict_clean_cosine_lt_095,Inductive BPR-MF,Graph+BGE,Recall@10,879,0.6769776343974966,0.6363496234322039,0.040628010965292644,0.02388175193230236,0.057835432652738404,13820.0,5.184910458215456e-07,0.34041283856341725,0.21387940841865757,0.6712172923777019,3.6294373207508195e-06,***,True
strict_clean_cosine_lt_095,Inductive BPR-MF,Graph+BGE,NDCG@10,879,0.6380735438519135,0.5313491592890365,0.10672438456287706,0.09111567653324494,0.1233042270969558,37353.5,1.6680505044092334e-38,0.6043166229707899,0.534698521046644,0.3014789533560865,2.00166060529108e-37,***,True
strict_clean_cosine_lt_095,Inductive BPR-MF,Graph+BGE,MAP@10,879,0.5828342629520804,0.4600274367531533,0.12280682619892716,0.10607228613866154,0.14015767924388747,33066.0,8.398992570864001e-44,0.6474426638518377,0.5324232081911263,0.3037542662116041,1.1758589599209602e-42,***,True
strict_clean_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,Recall@5,879,0.644762429034329,0.6259584524942887,0.01880397654004025,0.00956209859011338,0.02855889223067835,3895.0,0.0004135949444389748,0.3300653594771242,0.10352673492605233,0.8270762229806599,0.002481569666633849,**,True
strict_clean_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,NDCG@5,879,0.635550269866111,0.6222522882816142,0.013297981584496776,0.006142364124288126,0.020774051274751074,12260.0,0.001090119086036006,0.23687404687062338,0.16609783845278725,0.7121729237770194,0.003510224658538585,**,True
strict_clean_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,MAP@5,879,0.5885794042051153,0.5765126616946867,0.01206674251042852,0.004583349134117054,0.01959397516116799,12258.5,0.0014844286184069432,0.23091160047681786,0.16496018202502843,0.7133105802047781,0.003510224658538585,**,True
strict_clean_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,Recall@10,879,0.6962247446303527,0.6769776343974966,0.01924711023285607,0.008814579832824162,0.030152799915774218,6324.5,0.0008775561646346462,0.28040732734099444,0.12627986348122866,0.7872582480091013,0.003510224658538585,**,True
strict_clean_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,NDCG@10,879,0.6514923824612219,0.6380735438519135,0.013418838609308405,0.006475964050235015,0.020616895713586277,19871.0,0.0004529796585667934,0.22620716510903427,0.20932878270762229,0.6359499431171786,0.002481569666633849,**,True
strict_clean_cosine_lt_095,Inductive LightGCN,Inductive BPR-MF,MAP@10,879,0.5945252573915422,0.5828342629520804,0.011690994439461765,0.004533996390888411,0.018990036478730734,20195.5,0.0009288978631983694,0.21357087227414331,0.20705346985210465,0.6359499431171786,0.003510224658538585,**,True
