method_key,method,seeds,Recall@5_mean,Recall@5_std,NDCG@5_mean,NDCG@5_std,HitRate@5_mean,HitRate@5_std,MAP@5_mean,MAP@5_std,Recall@10_mean,Recall@10_std,NDCG@10_mean,NDCG@10_std,HitRate@10_mean,HitRate@10_std,MAP@10_mean,MAP@10_std
graph_only,Graph-only,3,0.3920582599117402,0.0,0.35993130608950624,0.0003538350119704339,0.5458966565349544,0.0,0.3103664302600471,0.0003980156329283426,0.4813238506645015,0.003987680178618258,0.38988052505672305,0.0011503036781278992,0.6474164133738601,0.0024817525256162114,0.32176681203082774,0.00043843735860871034
bge_only,BGE-only,3,0.2545390463877858,0.0,0.22136790418623073,2.7755575615628914e-17,0.34346504559270513,5.551115123125783e-17,0.1904020601148261,0.0,0.3151822835963725,0.0,0.2434907500101986,0.0,0.4261398176291793,0.0,0.199414391051929,0.0
graph_bge_zscore,"Graph+BGE (z-score, λ=0.25)",3,0.5721943867061904,0.008372407704658224,0.534669440882905,0.02955724289912183,0.7436676798378926,0.008069830902427542,0.4742731059326813,0.03510177038042674,0.641960427736254,0.004146749033264124,0.5591070931361798,0.02662684972526496,0.7991894630192503,0.0017431256873440023,0.48554154155189083,0.03361508762480547
