method,seed,best_epoch,Recall@5,NDCG@5,HitRate@5,MAP@5,Recall@10,NDCG@10,HitRate@10,MAP@10
SCF-LightGCN+BGE+Popularity,0,500,0.71228738382577,0.6959535030349201,0.8717325227963526,0.6418963188112123,0.7733288272728703,0.7159950619847214,0.9130699088145897,0.6506755122909234
SCF-LightGCN+BGE+Popularity,1,450,0.7173073442587754,0.6963154213143332,0.8759878419452888,0.6411923336710572,0.7770161434319973,0.716106061013224,0.9148936170212766,0.6500793268844179
SCF-LightGCN+BGE+Popularity,2,480,0.7150227049045561,0.6967926458071912,0.8741641337386018,0.6423085106382977,0.7712143567264312,0.7152649227419301,0.9082066869300912,0.6507592337959612
