method,seed,mashup_id,group,positive_count,Recall@5,NDCG@5,MAP@5,Recall@10,NDCG@10,MAP@10
Inductive LightGCN,0,268,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,268,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,271,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,272,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,274,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,275,Head,3,0.3333333333333333,0.23463936301137822,0.1111111111111111,0.3333333333333333,0.23463936301137822,0.1111111111111111
Inductive LightGCN,0,275,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,276,Head,4,0.25,0.15101961822780524,0.05,0.5,0.29007579773858083,0.13333333333333333
Inductive LightGCN,0,287,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,290,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,293,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,299,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.6666666666666666,0.6105456988825855,0.40740740740740744
Inductive LightGCN,0,299,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,299,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,302,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,1.0,0.9134015924715543,0.7916666666666666
Inductive LightGCN,0,306,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,0,306,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,310,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,312,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,314,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,316,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,321,Head,4,0.25,0.3903800499921017,0.25,0.5,0.5078961547485289,0.3055555555555556
Inductive LightGCN,0,327,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,327,Middle,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,0,328,Head,2,1.0,0.8503449055347546,0.7,1.0,0.8503449055347546,0.7
Inductive LightGCN,0,331,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,334,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,334,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,339,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,340,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,351,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,352,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,362,Head,4,0.5,0.5855700749881525,0.41666666666666663,0.75,0.715696758318853,0.5238095238095237
Inductive LightGCN,0,370,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
Inductive LightGCN,0,372,Head,6,0.16666666666666666,0.3391602052736161,0.2,0.5,0.4989303177545519,0.27678571428571425
Inductive LightGCN,0,377,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,378,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,384,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,384,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,392,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,394,Head,4,0.5,0.5855700749881525,0.41666666666666663,0.75,0.6984152163370878,0.49166666666666664
Inductive LightGCN,0,399,Head,7,0.0,0.0,0.0,0.14285714285714285,0.07945707943276742,0.014285714285714287
Inductive LightGCN,0,399,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,401,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,407,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,427,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,439,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,451,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,453,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,456,Head,4,0.25,0.3903800499921017,0.25,0.25,0.3903800499921017,0.25
Inductive LightGCN,0,459,Head,4,0.75,0.8318724637288826,0.75,0.75,0.8318724637288826,0.75
Inductive LightGCN,0,465,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,480,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,483,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,487,Head,5,0.4,0.5531464700081437,0.4,0.6,0.6511857558395008,0.45999999999999996
Inductive LightGCN,0,488,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,492,Head,8,0.5,0.8687949224876582,0.8,0.5,0.647939623894138,0.5
Inductive LightGCN,0,492,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,494,Head,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,499,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,502,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,507,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,510,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,514,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,514,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,526,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,540,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,542,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,546,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,552,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,554,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.6666666666666666,0.6257049680303419,0.42857142857142855
Inductive LightGCN,0,561,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,563,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,564,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,566,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Inductive LightGCN,0,574,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,585,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,587,Head,3,1.0,0.9469024295259745,0.8666666666666667,1.0,0.9469024295259745,0.8666666666666667
Inductive LightGCN,0,589,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,592,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,598,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,601,Head,6,0.16666666666666666,0.3391602052736161,0.2,0.3333333333333333,0.3936948167222715,0.20370370370370372
Inductive LightGCN,0,602,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,605,Head,13,0.38461538461538464,1.0,1.0,0.46153846153846156,0.7183627972686238,0.575
Inductive LightGCN,0,605,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,607,Head,12,0.3333333333333333,0.8539316501572937,0.76,0.4166666666666667,0.6325414799409712,0.46333333333333326
Inductive LightGCN,0,607,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,613,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,613,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,623,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,624,Head,11,0.2727272727272727,0.7227265726449519,0.6,0.36363636363636365,0.5384313152574521,0.35
Inductive LightGCN,0,624,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,624,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,624,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,626,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,629,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,629,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,630,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,632,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,650,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,656,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,659,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,659,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,666,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,675,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,678,Head,2,1.0,0.5437713091520254,0.3666666666666667,1.0,0.5437713091520254,0.3666666666666667
Inductive LightGCN,0,678,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,679,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,692,Head,9,0.4444444444444444,0.7860137352654724,0.6433333333333333,0.6666666666666666,0.6896293389591622,0.500925925925926
Inductive LightGCN,0,692,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,693,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,697,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,698,Head,5,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,699,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,700,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,704,Head,9,0.3333333333333333,0.6843515475204855,0.52,0.3333333333333333,0.4742708106036133,0.2888888888888889
Inductive LightGCN,0,706,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,716,Head,3,0.6666666666666666,0.6508205185601091,0.4666666666666666,0.6666666666666666,0.6508205185601091,0.4666666666666666
Inductive LightGCN,0,718,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,729,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,731,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,737,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,747,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,752,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,754,Head,4,0.25,0.3903800499921017,0.25,0.25,0.3903800499921017,0.25
Inductive LightGCN,0,757,Head,4,0.75,0.8048099750039491,0.6875,0.75,0.8048099750039491,0.6875
Inductive LightGCN,0,759,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Inductive LightGCN,0,762,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,770,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,770,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,0,771,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,772,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,775,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,777,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,780,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,781,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,782,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,0.6666666666666666,0.7039180890341347,0.5555555555555555
Inductive LightGCN,0,782,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,788,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,793,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,795,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,803,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,810,Head,4,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,810,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,811,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,813,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,821,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,822,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,825,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Inductive LightGCN,0,831,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,833,Head,9,0.1111111111111111,0.3391602052736161,0.2,0.2222222222222222,0.3187704634136788,0.14814814814814814
Inductive LightGCN,0,833,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,833,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,834,Head,5,0.4,0.5531464700081437,0.4,0.4,0.5531464700081437,0.4
Inductive LightGCN,0,837,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,840,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,0.6666666666666666,0.7039180890341347,0.5555555555555555
Inductive LightGCN,0,840,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,842,Head,4,0.75,0.787702056960637,0.65,1.0,0.9178287402913377,0.7928571428571429
Inductive LightGCN,0,845,Head,15,0.3333333333333333,1.0,1.0,0.5333333333333333,0.8643145546088337,0.78
Inductive LightGCN,0,845,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,845,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,852,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,856,Head,5,0.6,0.6843515475204855,0.52,0.6,0.6843515475204855,0.52
Inductive LightGCN,0,858,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,863,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Inductive LightGCN,0,863,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,867,Head,6,0.16666666666666666,0.3391602052736161,0.2,0.16666666666666666,0.30260241349881345,0.16666666666666666
Inductive LightGCN,0,869,Head,4,0.5,0.6366824387328317,0.5,1.0,0.9058653015743079,0.7678571428571428
Inductive LightGCN,0,875,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,879,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,883,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,886,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,893,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.6666666666666666,0.6364391809889587,0.4444444444444444
Inductive LightGCN,0,896,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,901,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,904,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,905,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,908,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,920,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,920,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,0,928,Head,4,0.5,0.5413996682199069,0.35,1.0,0.8036070421010475,0.6
Inductive LightGCN,0,928,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,928,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,931,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,955,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,958,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,959,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,961,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,962,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,962,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,972,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,975,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,979,Head,3,0.6666666666666666,0.6508205185601091,0.4666666666666666,0.6666666666666666,0.6508205185601091,0.4666666666666666
Inductive LightGCN,0,979,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,982,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,984,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,985,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,995,Head,2,1.0,0.8503449055347546,0.7,1.0,0.8503449055347546,0.7
Inductive LightGCN,0,1001,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1002,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1003,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1008,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1019,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1027,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1041,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1043,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1045,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1046,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Inductive LightGCN,0,1065,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Inductive LightGCN,0,1068,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8315546295836225,0.6666666666666666
Inductive LightGCN,0,1069,Head,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Inductive LightGCN,0,1080,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1087,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1088,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,1093,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1095,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1097,Head,3,0.3333333333333333,0.23463936301137822,0.1111111111111111,0.3333333333333333,0.23463936301137822,0.1111111111111111
Inductive LightGCN,0,1104,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1107,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1109,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1111,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,1112,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1113,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1115,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1120,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1121,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1124,Head,3,0.6666666666666666,0.6713860725233041,0.5,0.6666666666666666,0.6713860725233041,0.5
Inductive LightGCN,0,1132,Head,5,0.4,0.5531464700081437,0.4,0.6,0.6661998717660157,0.48571428571428565
Inductive LightGCN,0,1132,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,1135,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1139,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1146,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1148,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1149,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1150,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1152,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,0,1153,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1156,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1157,Head,4,0.25,0.3903800499921017,0.25,0.25,0.3903800499921017,0.25
Inductive LightGCN,0,1157,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,1158,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1159,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1165,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1166,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,1167,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1169,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8175295903539445,0.6428571428571428
Inductive LightGCN,0,1173,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1175,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,0,1178,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1179,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1184,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8315546295836225,0.6666666666666666
Inductive LightGCN,0,1187,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1189,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1196,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1201,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1204,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1207,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1208,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Inductive LightGCN,0,1208,Middle,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,0,1216,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1221,Head,3,0.6666666666666666,0.6713860725233041,0.5,0.6666666666666666,0.6713860725233041,0.5
Inductive LightGCN,0,1224,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1241,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1248,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1250,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1255,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1260,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1260,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,1267,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1273,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1277,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1281,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1282,Head,6,0.16666666666666666,0.16958010263680806,0.06666666666666667,0.3333333333333333,0.2423936099728648,0.0925925925925926
Inductive LightGCN,0,1285,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1306,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1306,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,0,1311,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1320,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1341,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1343,Head,2,0.5,0.6131471927654584,0.5,1.0,0.7977228895450266,0.6111111111111112
Inductive LightGCN,0,1346,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1348,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,0,1351,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
