method,seed,mashup_id,group,positive_count,Recall@5,NDCG@5,MAP@5,Recall@10,NDCG@10,MAP@10
SCF-LightGCN+BGE,0,7145,Tail,2,0.5,0.23719771276929622,0.1,1.0,0.42177340954886444,0.2111111111111111
SCF-LightGCN+BGE,0,7149,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7153,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7153,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7154,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7163,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7166,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7167,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
SCF-LightGCN+BGE,0,7168,Middle,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
SCF-LightGCN+BGE,0,7186,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7190,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7195,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7197,Head,4,0.5,0.6366824387328317,0.5,0.75,0.7757386182436072,0.625
SCF-LightGCN+BGE,0,7200,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7206,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7208,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7208,Tail,3,0.6666666666666666,0.4367467095119258,0.27777777777777773,1.0,0.6039071644781281,0.4444444444444444
SCF-LightGCN+BGE,0,7211,Head,2,1.0,0.8503449055347546,0.7,1.0,0.8503449055347546,0.7
SCF-LightGCN+BGE,0,7215,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7220,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7227,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
SCF-LightGCN+BGE,0,7227,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7228,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7233,Head,1,0.0,0.0,0.0,1.0,0.3010299956639812,0.1111111111111111
SCF-LightGCN+BGE,0,7233,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7235,Head,1,0.0,0.0,0.0,1.0,0.3010299956639812,0.1111111111111111
SCF-LightGCN+BGE,0,7240,Head,3,1.0,0.9674679834891693,0.9166666666666666,1.0,0.9674679834891693,0.9166666666666666
SCF-LightGCN+BGE,0,7242,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7243,Tail,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
SCF-LightGCN+BGE,0,7246,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7246,Unseen,1,0.0,0.0,0.0,1.0,0.31546487678572877,0.125
SCF-LightGCN+BGE,0,7251,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7254,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7255,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7255,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7272,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7276,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7277,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7282,Head,7,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7282,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7290,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7291,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7299,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7301,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7305,Head,8,0.375,0.6164336326286644,0.42000000000000004,0.5,0.5440450242764592,0.33392857142857146
SCF-LightGCN+BGE,0,7322,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7327,Unseen,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7347,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7349,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7350,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7351,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7352,Middle,1,0.0,0.0,0.0,1.0,0.31546487678572877,0.125
SCF-LightGCN+BGE,0,7354,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7355,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7355,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7357,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
SCF-LightGCN+BGE,0,7359,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7361,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7365,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7366,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7375,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7381,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7396,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7398,Head,5,0.6,0.6843515475204855,0.52,0.8,0.7974049492783576,0.6342857142857143
SCF-LightGCN+BGE,0,7402,Head,1,0.0,0.0,0.0,1.0,0.3333333333333333,0.14285714285714285
SCF-LightGCN+BGE,0,7405,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7409,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7413,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7419,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8065735963827293,0.625
SCF-LightGCN+BGE,0,7421,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7423,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7424,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7428,Head,5,0.4,0.5531464700081437,0.4,0.8,0.7682972668889274,0.5746031746031746
SCF-LightGCN+BGE,0,7429,Head,4,0.75,0.8048099750039491,0.6875,0.75,0.8048099750039491,0.6875
SCF-LightGCN+BGE,0,7433,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7436,Head,4,0.5,0.6366824387328317,0.5,0.5,0.6366824387328317,0.5
SCF-LightGCN+BGE,0,7436,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7438,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7439,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7443,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7446,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7447,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7448,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7452,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7453,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7457,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7461,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7462,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7463,Head,4,0.25,0.3903800499921017,0.25,0.25,0.3903800499921017,0.25
SCF-LightGCN+BGE,0,7468,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7473,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7476,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7481,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7484,Head,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
SCF-LightGCN+BGE,0,7490,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7495,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7501,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7504,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7513,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7517,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
SCF-LightGCN+BGE,0,7527,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7530,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7537,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7540,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7541,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7551,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7553,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7560,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7564,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7565,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7571,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,1.0,0.8710785440003369,0.7222222222222222
SCF-LightGCN+BGE,0,7571,Middle,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
SCF-LightGCN+BGE,0,7596,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7603,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7613,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7619,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7620,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7623,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7623,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7627,Tail,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7631,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7632,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7637,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7639,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.6666666666666666,0.6105456988825855,0.40740740740740744
SCF-LightGCN+BGE,0,7666,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7677,Tail,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
SCF-LightGCN+BGE,0,7680,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7684,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7685,Head,5,0.8,0.8539316501572937,0.76,1.0,0.9747429528567879,0.9266666666666665
SCF-LightGCN+BGE,0,7685,Tail,2,0.5,0.2640681225725909,0.125,1.0,0.46845052016107697,0.26785714285714285
SCF-LightGCN+BGE,0,7694,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7695,Head,3,0.6666666666666666,0.6713860725233041,0.5,0.6666666666666666,0.6713860725233041,0.5
SCF-LightGCN+BGE,0,7695,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7701,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7702,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7704,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7709,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7715,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7717,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
SCF-LightGCN+BGE,0,7720,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7727,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
SCF-LightGCN+BGE,0,7727,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7737,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
SCF-LightGCN+BGE,0,7737,Middle,1,0.0,0.0,0.0,1.0,0.2890648263178879,0.1
SCF-LightGCN+BGE,0,7744,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7747,Head,5,0.4,0.36005461457723403,0.2,0.6,0.46704774694449785,0.275
SCF-LightGCN+BGE,0,7749,Head,3,1.0,0.9060254355346823,0.8055555555555555,1.0,0.9060254355346823,0.8055555555555555
SCF-LightGCN+BGE,0,7753,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
SCF-LightGCN+BGE,0,7753,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7762,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7776,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7785,Middle,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
SCF-LightGCN+BGE,0,7788,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,7792,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7798,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7800,Head,2,0.5,0.2640681225725909,0.125,1.0,0.48247555939075504,0.29166666666666663
SCF-LightGCN+BGE,0,7801,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7807,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,7813,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7816,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
SCF-LightGCN+BGE,0,7822,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7823,Head,6,0.5,0.6992148198508501,0.55,0.6666666666666666,0.7316362001126298,0.5694444444444444
SCF-LightGCN+BGE,0,7823,Middle,2,0.5,0.23719771276929622,0.1,1.0,0.430624116386567,0.225
SCF-LightGCN+BGE,0,7823,Tail,1,0.0,0.0,0.0,1.0,0.3010299956639812,0.1111111111111111
SCF-LightGCN+BGE,0,7829,Head,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
SCF-LightGCN+BGE,0,7830,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7832,Head,2,0.0,0.0,0.0,1.0,0.37800210039683896,0.1736111111111111
SCF-LightGCN+BGE,0,7835,Head,3,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7835,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7841,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7841,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7849,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7852,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7854,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7862,Head,2,0.0,0.0,0.0,0.5,0.20438239758848611,0.07142857142857142
SCF-LightGCN+BGE,0,7864,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7868,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7877,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7881,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7882,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7894,Head,3,0.3333333333333333,0.23463936301137822,0.1111111111111111,1.0,0.5430667908374095,0.3333333333333333
SCF-LightGCN+BGE,0,7896,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7904,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
SCF-LightGCN+BGE,0,7906,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7909,Head,3,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7909,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7917,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7921,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,7940,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7945,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7970,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7976,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,7977,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7978,Head,3,1.0,0.7328286204777911,0.6388888888888888,1.0,0.7328286204777911,0.6388888888888888
SCF-LightGCN+BGE,0,7983,Head,1,0.0,0.0,0.0,1.0,0.3333333333333333,0.14285714285714285
SCF-LightGCN+BGE,0,7985,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7986,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7989,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,7993,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,8004,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8008,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8013,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8019,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8022,Head,4,0.75,0.8048099750039491,0.6875,0.75,0.8048099750039491,0.6875
SCF-LightGCN+BGE,0,8023,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8038,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8056,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,8060,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,8061,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8067,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8086,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8097,Head,4,0.75,0.8318724637288826,0.75,0.75,0.8318724637288826,0.75
SCF-LightGCN+BGE,0,8100,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
SCF-LightGCN+BGE,0,8104,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8116,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8120,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,8126,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8127,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,8128,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8131,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,8132,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8134,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8151,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,0,8168,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
SCF-LightGCN+BGE,0,8170,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8171,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8171,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,0,8176,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8178,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8182,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8183,Head,3,0.6666666666666666,0.5307212739772434,0.38888888888888884,0.6666666666666666,0.5307212739772434,0.38888888888888884
SCF-LightGCN+BGE,0,8185,Head,6,0.6666666666666666,0.6608397947263839,0.5433333333333333,1.0,0.776161268289601,0.6680555555555556
SCF-LightGCN+BGE,0,8187,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,8189,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8191,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,0,8195,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8206,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,0,8206,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
SCF-LightGCN+BGE,0,8212,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
SCF-LightGCN+BGE,1,3,Head,4,0.25,0.3903800499921017,0.25,0.25,0.3903800499921017,0.25
SCF-LightGCN+BGE,1,3,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,1,3,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,1,6,Head,5,0.6,0.7227265726449519,0.6,0.8,0.843537875344446,0.7333333333333333
SCF-LightGCN+BGE,1,6,Middle,2,0.0,0.0,0.0,0.5,0.20438239758848611,0.07142857142857142
SCF-LightGCN+BGE,1,6,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,1,8,Head,4,0.5,0.6366824387328317,0.5,0.5,0.6366824387328317,0.5
SCF-LightGCN+BGE,1,8,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,1,9,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,1.0,0.86034433104172,0.6984126984126983
SCF-LightGCN+BGE,1,16,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,1,23,Head,4,0.5,0.6366824387328317,0.5,0.5,0.6366824387328317,0.5
SCF-LightGCN+BGE,1,25,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,1,25,Tail,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
SCF-LightGCN+BGE,1,25,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,1,27,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
SCF-LightGCN+BGE,1,33,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,1,37,Head,4,0.5,0.5855700749881525,0.41666666666666663,0.5,0.5855700749881525,0.41666666666666663
SCF-LightGCN+BGE,1,37,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
SCF-LightGCN+BGE,1,39,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
SCF-LightGCN+BGE,1,39,Tail,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
