subset,method_a,method_b,group,metric,num_mashups,mean_a,mean_b,mean_difference,relative_improvement_percent,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_statistic,p_raw,rank_biserial,method_a_win_rate,tie_rate,p_holm_subset_global,p_holm_comparison,significance_global,ci_excludes_zero
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Tail,NDCG@10,53,0.1627338459876985,0.03300561352070388,0.1297282324669946,393.0489956977113,0.07300844877779536,0.19483999060200966,0.0,0.0004339135941093194,1.0,0.3018867924528302,0.6981132075471698,0.014287398688558602,0.009980012664514346,*,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Tail,MAP@10,53,0.12029300189677548,0.023737978769425308,0.09655502312735018,406.75334688441865,0.049800339422980934,0.1526010781671159,0.0,0.0004339135941093194,1.0,0.3018867924528302,0.6981132075471698,0.014287398688558602,0.009980012664514346,*,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Unseen,Recall@5,73,0.1232876712328767,0.0,0.1232876712328767,12328767123287.672,0.0547945205479452,0.2054794520547945,0.0,0.0026997960632601866,1.0,0.1232876712328767,0.8767123287671232,0.03465334401640224,0.02391871617847976,*,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Unseen,NDCG@5,73,0.07939134605375221,0.0,0.07939134605375221,7939134605375.222,0.03276018179240573,0.13403184365865492,0.0,0.0075792819433897285,1.0,0.1232876712328767,0.8767123287671232,0.04547569166033837,0.030317127773558914,*,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Unseen,MAP@5,73,0.06461187214611873,0.0,0.06461187214611873,6461187214611.873,0.023972602739726026,0.11255707762557078,0.0,0.0075792819433897285,1.0,0.1232876712328767,0.8767123287671232,0.04547569166033837,0.030317127773558914,*,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Unseen,Recall@10,73,0.20684931506849313,0.0,0.20684931506849313,20684931506849.312,0.1232876712328767,0.3027397260273973,0.0,9.616588268883476e-05,1.0,0.2191780821917808,0.7808219178082192,0.003461971776798051,0.0023079811845320344,**,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Unseen,NDCG@10,73,0.10757432826581548,0.0,0.10757432826581548,10757432826581.547,0.05839042749505459,0.16328368897190682,0.0,0.0004358423668112835,1.0,0.2191780821917808,0.7808219178082192,0.014287398688558602,0.009980012664514346,*,True
strict_clean,SCF-LightGCN+BGE,Inductive LightGCN,Unseen,MAP@10,73,0.0763499311444517,0.0,0.0763499311444517,7634993114445.169,0.03620737297963326,0.12619577625570774,0.0,0.0004358423668112835,1.0,0.2191780821917808,0.7808219178082192,0.014287398688558602,0.009980012664514346,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Head,Recall@5,808,0.7124130224377748,0.6342233879981405,0.07818963443963445,12.328406034730415,0.057946772355807016,0.0984373117371261,11003.5,1.815102497583034e-15,0.5253019844693702,0.2685643564356436,0.6237623762376238,7.98645098936535e-14,3.6302049951660684e-14,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Head,NDCG@5,808,0.6900976356530689,0.5626599730919194,0.12743766256114955,22.649143115842467,0.10959783273754371,0.1452542434768712,26706.0,4.670691074982635e-43,0.6671340699609251,0.5544554455445545,0.2995049504950495,2.1485178944920122e-41,1.0275520364961798e-41,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Head,MAP@5,808,0.642304959662633,0.5030795058672535,0.13922545379537954,27.674642312326007,0.12136169267968465,0.15682218039512288,23213.5,2.0576998857458007e-48,0.7096407017104975,0.5507425742574258,0.30074257425742573,9.876959451579843e-47,4.938479725789922e-47,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Head,Recall@10,808,0.7641802132365252,0.7194578392134086,0.044722374023116594,6.216121582886924,0.025519444801623024,0.06446333100571963,11682.5,1.3179949270982426e-05,0.31137636310050104,0.2004950495049505,0.6782178217821783,0.00048765812302634977,0.00017133934052277153,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Head,NDCG@10,808,0.707341900696326,0.5931839484211154,0.11415795227521063,19.24494966174762,0.0977862520891337,0.13087358548057668,32352.0,2.59535650911877e-41,0.636302316953897,0.5779702970297029,0.2623762376237624,1.1679104291034466e-39,5.4502486691494175e-40,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Head,MAP@10,808,0.6498017237889226,0.5170348250457133,0.13276689874320954,25.6785215060651,0.11531243568172364,0.1507241207912659,27485.5,5.603835410233649e-48,0.6889285006932065,0.5717821782178217,0.26485148514851486,2.6338026428098152e-46,1.2888821443537394e-46,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Middle,Recall@5,107,0.2015576323987539,0.006230529595015576,0.1953271028037383,3135.0,0.12523364485981306,0.2700934579439252,0.0,3.4270591622147424e-06,1.0,0.24299065420560748,0.7570093457943925,0.0001370823664885897,5.483294659543588e-05,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Middle,NDCG@5,107,0.12475585311478261,0.002899303919231754,0.12185654919555088,4202.958799429345,0.07691108309816691,0.17285880908965437,0.0,5.5583674185895106e-06,1.0,0.2523364485981308,0.7476635514018691,0.0002167763293249909,8.337551127884266e-05,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Middle,MAP@5,107,0.09565074420214606,0.0018172377985462096,0.09383350640359985,5163.523809523809,0.05568873312564901,0.1383739183108342,0.0,5.5583674185895106e-06,1.0,0.2523364485981308,0.7476635514018691,0.0002167763293249909,8.337551127884266e-05,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Middle,Recall@10,107,0.2751817237798546,0.02336448598130841,0.2518172377985462,1077.7777777777778,0.17860851505711323,0.3302180685358255,5.5,9.225159357808987e-08,0.984352773826458,0.3364485981308411,0.6542056074766355,3.966818523857864e-06,1.7527802779837075e-06,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Middle,NDCG@10,107,0.14978260732635,0.008412916985329408,0.14136969034102057,1680.3885095686016,0.09724343522366338,0.1896586690852117,4.0,1.062405278304763e-07,0.9892037786774629,0.34579439252336447,0.6448598130841121,4.462102168880004e-06,1.9123295009485733e-06,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Middle,MAP@10,107,0.10580007911783612,0.003975671265390892,0.10182440785244522,2561.187810945273,0.0629532215793898,0.1454173156801661,4.0,1.062405278304763e-07,0.9892037786774629,0.34579439252336447,0.6448598130841121,4.462102168880004e-06,1.9123295009485733e-06,***,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Tail,Recall@5,53,0.1792452830188679,0.012578616352201257,0.16666666666666669,1325.0000000000002,0.08176100628930817,0.2610062893081761,0.0,0.0019098692900961739,1.0,0.22641509433962265,0.7735849056603774,0.03353889348635923,0.011459215740577042,*,True
