method,mashup_id,group,positive_count,Recall@5,NDCG@5,MAP@5,Recall@10,NDCG@10,MAP@10
Graph+BGE,4921,Middle,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,0.6666666666666666,0.23410589467342346,0.10833333333333334
Graph+BGE,4922,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4923,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4924,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4931,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4931,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4932,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4945,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4946,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4958,Head,2,0.16666666666666666,0.07906590425643208,0.03333333333333333,0.3333333333333333,0.14719337011926079,0.05714285714285714
Graph+BGE,4962,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4963,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4967,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4971,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4972,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4972,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4985,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4992,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,4992,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,4996,Head,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,0.6666666666666666,0.22929426763284097,0.1037037037037037
Graph+BGE,5003,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5006,Head,1,0.6666666666666666,0.3102255193577977,0.19444444444444442,1.0,0.42896124839380506,0.25
Graph+BGE,5010,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5011,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5011,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5011,Unseen,3,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5019,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5022,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5035,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5039,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5042,Middle,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,0.6666666666666666,0.22929426763284097,0.1037037037037037
Graph+BGE,5054,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5054,Middle,2,0.0,0.0,0.0,0.16666666666666666,0.05907976226134925,0.016666666666666666
Graph+BGE,5064,Head,1,0.6666666666666666,0.5436432511904858,0.5,1.0,0.6623789802264932,0.5555555555555555
Graph+BGE,5064,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5064,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5077,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5079,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5083,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5089,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5095,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5118,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5127,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5130,Head,1,0.6666666666666666,0.27250978843597823,0.15,1.0,0.37766474736455447,0.19166666666666665
Graph+BGE,5130,Middle,1,1.0,0.7539531690476383,0.6666666666666666,1.0,0.7539531690476383,0.6666666666666666
Graph+BGE,5136,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5147,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5147,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5152,Head,1,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.047619047619047616
Graph+BGE,5152,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5153,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5153,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5153,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5155,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5162,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5162,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5165,Head,1,0.0,0.0,0.0,0.3333333333333333,0.10515495892857625,0.041666666666666664
Graph+BGE,5165,Middle,2,0.16666666666666666,0.07906590425643208,0.03333333333333333,0.16666666666666666,0.07906590425643208,0.03333333333333333
Graph+BGE,5165,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5166,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5167,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5168,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5185,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5185,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5186,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5187,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5199,Head,4,0.75,0.8318724637288826,0.75,0.75,0.8318724637288826,0.75
Graph+BGE,5199,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5201,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5202,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5220,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5222,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5223,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5224,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5226,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5228,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5232,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5241,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5242,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5251,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5255,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5256,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5259,Head,2,0.16666666666666666,0.07906590425643208,0.03333333333333333,0.16666666666666666,0.07906590425643208,0.03333333333333333
Graph+BGE,5259,Middle,1,0.6666666666666666,0.3392608536019997,0.2333333333333333,0.6666666666666666,0.3392608536019997,0.2333333333333333
Graph+BGE,5265,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5269,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5274,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5292,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5294,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5298,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5299,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5299,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5304,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5307,Tail,1,0.6666666666666666,0.3102255193577977,0.19444444444444442,0.6666666666666666,0.3102255193577977,0.19444444444444442
Graph+BGE,5310,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5310,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5312,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5313,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5313,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5314,Middle,1,0.6666666666666666,0.27250978843597823,0.15,1.0,0.37285312032397194,0.18703703703703703
Graph+BGE,5323,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5327,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5341,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5341,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5342,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5342,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5342,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5344,Middle,1,0.0,0.0,0.0,0.3333333333333333,0.10034333188799373,0.037037037037037035
Graph+BGE,5344,Tail,1,0.6666666666666666,0.27250978843597823,0.15,0.6666666666666666,0.27250978843597823,0.15
Graph+BGE,5345,Head,4,0.5,0.5716190970674814,0.4305555555555555,0.5,0.5716190970674814,0.4305555555555555
Graph+BGE,5345,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5351,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5357,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5357,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5362,Middle,1,1.0,0.6872021038816168,0.5833333333333334,1.0,0.6872021038816168,0.5833333333333334
Graph+BGE,5368,Head,1,0.0,0.0,0.0,1.0,0.31262101214565,0.12261904761904763
Graph+BGE,5368,Middle,3,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5368,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5368,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5375,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Graph+BGE,5375,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5382,Head,37,0.08108108108108109,0.722726572644952,0.6,0.13513513513513514,0.6081076426948556,0.41677248677248674
Graph+BGE,5382,Middle,15,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5382,Tail,5,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5382,Unseen,5,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5385,Head,3,0.1111111111111111,0.06051393084578422,0.022222222222222223,0.5555555555555555,0.2578873830929214,0.10308641975308641
Graph+BGE,5385,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5391,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5392,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5396,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5406,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5407,Unseen,4,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5411,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5420,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5428,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5438,Tail,3,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5444,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5459,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5462,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5467,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5468,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5473,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5475,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5481,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5484,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5489,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5492,Head,30,0.14444444444444446,0.8947838491734951,0.84,0.2333333333333333,0.7750223655923519,0.6477777777777778
Graph+BGE,5492,Middle,4,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5492,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5494,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5498,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5504,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Graph+BGE,5504,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5507,Head,1,1.0,0.7539531690476383,0.6666666666666666,1.0,0.7539531690476383,0.6666666666666666
Graph+BGE,5507,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5511,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Graph+BGE,5511,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5512,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5514,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5514,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5516,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5522,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5522,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5529,Middle,1,0.0,0.0,0.0,0.6666666666666666,0.21509067114197,0.08888888888888889
Graph+BGE,5537,Unseen,5,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5543,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5544,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5547,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5559,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5561,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5564,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5565,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5577,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5578,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5579,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5581,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5583,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5585,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5589,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5599,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5600,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5604,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5605,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5609,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5610,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5612,Head,1,1.0,0.8769765845238192,0.8333333333333334,1.0,0.8769765845238192,0.8333333333333334
Graph+BGE,5612,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5615,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5616,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5619,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5643,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5648,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5652,Head,16,0.08333333333333333,0.3828952311110634,0.22666666666666666,0.14583333333333334,0.31709692851466653,0.14507936507936506
Graph+BGE,5652,Middle,3,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5652,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5661,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5663,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5674,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5689,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5696,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5697,Middle,1,0.6666666666666666,0.3392608536019997,0.2333333333333333,0.6666666666666666,0.3392608536019997,0.2333333333333333
Graph+BGE,5697,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5712,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5712,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5724,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5725,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5734,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5736,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,5737,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5738,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5739,Head,1,1.0,0.643558852691131,0.5277777777777778,1.0,0.643558852691131,0.5277777777777778
Graph+BGE,5740,Head,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,0.3333333333333333,0.1289509357448472,0.06666666666666667
Graph+BGE,5742,Head,2,0.5,0.6131471927654584,0.5,0.8333333333333334,0.7457501265007108,0.5892857142857143
Graph+BGE,5744,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5744,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5764,Head,2,0.5,0.5109559939712153,0.38888888888888884,0.5,0.5109559939712153,0.38888888888888884
Graph+BGE,5766,Head,1,0.6666666666666666,0.2579018714896944,0.13333333333333333,0.6666666666666666,0.2579018714896944,0.13333333333333333
Graph+BGE,5769,Head,2,1.0,0.8824270033403305,0.7611111111111111,1.0,0.8824270033403305,0.7611111111111111
Graph+BGE,5770,Head,1,0.3333333333333333,0.16666666666666666,0.1111111111111111,1.0,0.40413812473868144,0.2222222222222222
Graph+BGE,5771,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5778,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5780,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5781,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5784,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5789,Head,1,1.0,0.8769765845238192,0.8333333333333334,1.0,0.8769765845238192,0.8333333333333334
Graph+BGE,5793,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5795,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5801,Head,3,1.0,0.9441207703658206,0.8740740740740741,1.0,0.9441207703658206,0.8740740740740741
Graph+BGE,5802,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5802,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5807,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5822,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5826,Head,1,0.3333333333333333,0.16666666666666666,0.1111111111111111,1.0,0.40413812473868144,0.2222222222222222
Graph+BGE,5835,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5842,Head,2,0.16666666666666666,0.10219119879424306,0.05555555555555555,0.3333333333333333,0.16127096105559233,0.07222222222222223
Graph+BGE,5842,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5850,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5853,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5853,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5857,Head,2,0.8333333333333334,0.8301208360345026,0.75,0.8333333333333334,0.8301208360345026,0.75
Graph+BGE,5861,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5863,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5866,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Graph+BGE,5872,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5873,Head,1,1.0,0.8333333333333334,0.7777777777777778,1.0,0.8333333333333334,0.7777777777777778
Graph+BGE,5878,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5878,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5883,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5898,Head,2,0.0,0.0,0.0,0.16666666666666666,0.07280247893938806,0.027777777777777776
Graph+BGE,5900,Head,2,0.5,0.4355245321275764,0.3055555555555555,0.5,0.4355245321275764,0.3055555555555555
Graph+BGE,5907,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,5909,Head,6,0.16666666666666666,0.26984182935319134,0.14666666666666667,0.2222222222222222,0.2699130447456662,0.13333333333333333
Graph+BGE,5909,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5913,Middle,1,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.047619047619047616
Graph+BGE,5916,Head,1,1.0,0.8769765845238192,0.8333333333333334,1.0,0.8769765845238192,0.8333333333333334
Graph+BGE,5918,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5918,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5919,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5921,Head,7,0.2857142857142857,0.42730139320878285,0.2711111111111111,0.2857142857142857,0.34631138378879484,0.19365079365079363
Graph+BGE,5921,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5925,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5931,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5933,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Graph+BGE,5936,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5937,Middle,2,0.0,0.0,0.0,0.3333333333333333,0.12355523013377286,0.0375
Graph+BGE,5941,Head,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Graph+BGE,5952,Head,1,1.0,0.47689218602446437,0.3055555555555555,1.0,0.47689218602446437,0.3055555555555555
Graph+BGE,5955,Head,5,0.3333333333333333,0.38986003421226934,0.22666666666666666,0.3333333333333333,0.38986003421226934,0.22666666666666666
Graph+BGE,5955,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5958,Head,2,0.16666666666666666,0.08802270752419696,0.041666666666666664,0.3333333333333333,0.149547939784053,0.06018518518518518
Graph+BGE,5960,Head,1,1.0,0.8769765845238192,0.8333333333333334,1.0,0.8769765845238192,0.8333333333333334
Graph+BGE,5964,Head,6,0.3333333333333333,0.5255527409340818,0.36000000000000004,0.4444444444444444,0.5407632916804316,0.35555555555555557
Graph+BGE,5966,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5966,Middle,1,1.0,0.7103099178571526,0.611111111111111,1.0,0.7103099178571526,0.611111111111111
Graph+BGE,5967,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5974,Head,2,0.5,0.4878306994334043,0.3666666666666667,1.0,0.6849091010410803,0.4976190476190476
Graph+BGE,5974,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5974,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5978,Head,1,1.0,0.7539531690476383,0.6666666666666666,1.0,0.7539531690476383,0.6666666666666666
Graph+BGE,5985,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,5989,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,5990,Head,1,1.0,0.8102255193577976,0.75,1.0,0.8102255193577976,0.75
Graph+BGE,5991,Head,2,0.3333333333333333,0.16708861178062903,0.075,0.5,0.2286138440404851,0.09351851851851851
Graph+BGE,5992,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Graph+BGE,5993,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,6000,Head,1,1.0,0.40146072418082546,0.21666666666666667,1.0,0.40146072418082546,0.21666666666666667
Graph+BGE,6001,Head,2,0.6666666666666666,0.7011699002896554,0.5833333333333334,1.0,0.838447847101467,0.6805555555555555
Graph+BGE,6002,Head,2,0.5,0.5377157309218195,0.4166666666666667,0.8333333333333334,0.6739706626474767,0.5119047619047619
Graph+BGE,6005,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,6008,Head,3,0.5555555555555555,0.5971617723687231,0.4333333333333333,0.6666666666666666,0.652881924024124,0.4703703703703703
Graph+BGE,6010,Head,1,1.0,0.8769765845238192,0.8333333333333334,1.0,0.8769765845238192,0.8333333333333334
Graph+BGE,6017,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,6025,Head,2,0.16666666666666666,0.20438239758848611,0.16666666666666666,0.16666666666666666,0.20438239758848611,0.16666666666666666
Graph+BGE,6028,Head,1,1.0,0.7103099178571526,0.611111111111111,1.0,0.7103099178571526,0.611111111111111
Graph+BGE,6042,Head,1,0.3333333333333333,0.2103099178571525,0.16666666666666666,1.0,0.43253214007937474,0.2619047619047619
Graph+BGE,6046,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,6047,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,6059,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,6059,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
